ID,Claim
17756,0
17346,0
15766,1
19912,1
15667,0
18304,1
18473,0
14327,0
13450,0
16905,0
11263,0
12702,1
16039,0
15339,1
16022,1
12283,0
16952,0
15109,0
14922,1
17470,1
11652,1
18694,1
16100,0
15209,1
16606,0
17217,0
14666,0
11538,1
13703,1
19865,1
11589,0
18108,1
16396,0
12747,1
13489,0
11711,1
14739,1
19465,0
15522,0
14845,1
19695,1
17817,1
11375,1
17872,0
15657,1
12725,0
13549,1
13723,1
18665,0
18853,1
18340,0
11181,0
16773,1
12996,1
18538,0
19284,0
11623,1
15610,0
18885,1
14110,0
15047,0
19621,0
14497,0
15298,0
19090,1
15826,1
12426,1
12043,1
14089,0
19892,0
14114,0
12987,1
18295,1
16813,1
17289,1
13723,1
13727,0
13949,0
17276,0
13303,0
17935,1
19042,0
15716,1
12338,0
12215,1
13246,1
11209,1
11333,1
12612,1
19801,0
14379,0
16688,0
17756,0
14352,1
12331,1
15157,0
13111,1
19210,0
19245,0
18654,0
13496,0
15514,1
13672,0
15574,0
16063,1
18406,0
19774,1
11074,1
19200,0
15987,0
15144,1
16899,1
15352,1
11029,1
19670,1
13487,0
11568,0
13690,0
14605,1
19957,1
16302,1
15134,1
19208,0
16327,1
18470,0
11312,0
17278,0
17021,1
18198,0
13608,1
15142,0
12754,1
14960,0
13302,0
12797,1
19277,0
14670,0
17329,0
12086,1
18487,1
19757,1
13458,1
13970,0
18000,0
14255,1
15881,0
15641,1
18198,0
18325,1
16604,1
13281,1
16877,0
18880,0
11216,1
12829,1
15449,1
12405,0
12273,0
13245,0
19024,1
11131,1
11691,1
12452,0
12535,0
11126,1
17072,0
14450,0
12082,1
17108,1
15848,1
13282,0
16908,1
19298,1
19108,1
19306,0
18543,1
11236,0
11336,0
14657,1
19685,1
19546,0
18068,1
12595,1
17484,1
13478,1
15265,1
11219,1
16824,0
15077,1
14371,0
12696,1
12842,0
18831,0
16389,0
14417,0
19101,1
14153,0
12498,0
19727,1
15978,1
15573,1
16948,0
16332,1
17795,1
19921,1
13460,0
18309,1
15424,1
11228,1
13852,1
13598,0
14370,0
13949,1
12683,1
13961,1
13418,1
18921,0
16485,1
18705,0
12856,1
15437,1
17964,0
18880,1
11222,0
11077,0
19533,1
18514,0
14502,1
17930,0
14671,0
19742,1
19862,0
13639,0
14698,1
16282,1
12607,1
14588,0
13032,1
11547,0
15507,1
16792,0
12684,0
18404,0
11410,0
13140,0
12316,0
17736,1
15071,0
14592,0
17953,0
13083,0
13807,0
18957,0
11080,1
13520,0
11213,0
15183,1
15955,1
11507,0
15254,1
14184,1
16332,0
17502,0
18567,1
18829,0
17194,1
15891,1
15683,1
12981,0
15214,1
12031,0
11962,1
16446,0
16789,1
19183,1
19492,0
12857,0
11272,1
12378,1
19260,0
14325,0
14603,0
19184,0
11607,0
19211,1
14051,1
15065,0
16060,0
19387,1
11161,1
16736,1
14618,1
11957,0
16574,0
11581,1
12045,0
13544,1
16320,0
19266,1
11237,0
15134,0
11325,1
11853,0
18912,0
17479,1
13381,1
17054,1
18506,0
19645,0
13302,0
18255,1
13832,0
18474,1
14447,0
18473,0
16926,1
12795,1
13047,0
16021,0
19231,1
12619,0
13793,1
17414,1
11029,1
18523,1
13981,0
19710,0
14391,1
16856,0
18691,1
18865,0
19927,1
15766,1
15450,1
12722,0
12551,0
11091,0
18713,0
19627,0
18441,1
11776,1
17202,1
19927,0
16956,1
13504,0
17966,0
17036,0
13576,0
16010,0
15439,1
16199,0
18654,0
12681,0
11492,0
15869,0
13811,1
15905,1
15985,1
12400,1
15115,1
19758,0
14426,0
19733,1
19439,0
12722,1
16263,1
14620,0
16388,1
13092,1
18727,0
14536,1
19903,0
19198,0
16344,1
17496,1
11942,1
14668,0
13580,0
16595,0
13000,1
18623,0
18892,1
13077,1
18012,1
11411,1
14563,0
13444,0
13873,1
11607,1
18490,1
14944,1
13456,0
18871,0
17906,1
11527,0
16429,0
19097,0
15804,0
15211,0
16870,0
18306,0
19699,1
11422,0
11798,1
12360,0
18663,0
13508,0
17835,0
12376,1
19685,0
18414,0
16103,0
17931,1
13413,1
14063,0
13347,0
14696,1
12827,1
17765,0
12544,1
18815,1
19434,1
15373,1
15595,1
13132,1
11723,0
13837,1
14409,1
15311,1
11037,1
19961,1
19005,1
14706,1
15221,1
15032,0
14457,0
19633,0
16524,1
11367,1
13532,1
14890,1
11108,0
14638,1
12511,0
12011,0
14773,1
18687,0
11714,1
15675,1
19185,1
17607,1
18975,0
13725,1
16297,0
12881,0
13647,1
19844,0
15988,0
14024,1
19621,0
15389,1
18268,1
16605,1
11721,1
13287,1
12769,1
16365,0
16062,1
11526,1
11549,0
12115,1
15867,1
19526,1
16315,1
19725,1
18313,0
11369,1
19292,1
17269,0
15994,0
18706,1
11528,1
17760,1
19906,0
11634,0
13253,0
18433,0
14271,1
18809,0
13200,1
16868,1
15017,0
18813,0
15526,0
12839,1
13512,0
13883,0
12324,1
15190,0
13177,0
17686,1
19157,1
14740,1
18484,0
13998,1
12437,0
16201,0
15062,1
18957,0
11831,1
14298,0
18299,1
19155,1
13895,0
16301,0
18462,1
14669,1
16636,1
13185,0
13176,1
13809,1
17478,1
13678,0
19746,1
17800,1
16038,1
19156,0
12126,1
15289,1
12424,0
16030,0
11737,1
14720,1
18683,1
12395,0
19641,0
13874,1
15228,1
16540,0
17365,0
19544,0
14700,0
19104,1
17250,0
16468,0
19570,0
16275,0
13191,0
16525,0
18268,0
12930,0
19758,1
13041,0
19299,0
19979,1
17041,0
11876,0
19697,1
17744,1
11208,1
17470,1
16812,1
16095,0
16267,1
11543,1
11969,0
12823,0
18581,1
16453,0
15212,1
19935,1
13843,1
16921,0
16421,1
19127,0
18800,0
13936,0
13705,1
15691,0
19997,1
13946,0
18412,1
12927,0
13860,1
19070,1
16397,1
17360,1
14538,0
19057,1
15715,0
12321,1
12585,1
12716,0
17257,0
12037,1
14096,1
17158,0
15489,0
15518,0
13092,0
16751,1
11732,1
15633,0
11963,1
14635,1
13350,0
11217,1
11110,0
14894,0
15627,1
16671,1
14549,0
16278,1
13864,0
18981,1
17580,1
14274,1
19740,0
14792,0
13071,1
14321,0
15126,1
17943,0
19950,0
16100,0
14281,1
12761,1
15562,1
15475,0
13688,1
17837,1
12229,0
18209,0
18035,1
14285,0
17283,1
17898,0
11723,0
14991,1
17885,0
12870,1
17429,0
17710,0
11512,0
12611,0
14695,1
17099,0
19935,0
11641,1
16025,0
11097,0
13773,1
15466,1
19049,1
15876,1
18175,1
13091,1
19615,0
14356,1
19480,1
15579,1
13617,1
17998,0
11549,1
16500,1
19815,1
16681,1
14004,0
18929,1
18604,1
17544,1
19209,1
15518,0
12577,0
11524,1
11932,0
15081,0
19147,0
14554,0
18423,0
19995,1
15340,0
16172,0
19771,1
15977,1
18149,0
16013,1
15301,1
18026,1
11611,0
16119,0
15013,0
12313,1
11687,0
19864,0
11027,1
16874,1
11071,0
13384,1
17427,0
19692,0
12530,1
17450,1
11093,1
15382,0
12056,1
12945,1
11259,1
12092,0
15279,0
15771,1
18000,1
16315,0
12229,1
14103,1
14235,0
14176,1
14783,1
13243,1
17210,1
14439,0
15169,0
15267,1
14174,1
13308,0
18112,0
15714,1
18729,1
17241,1
11646,0
17453,0
18758,0
16204,1
15413,1
13279,0
16729,1
13159,0
11505,1
13817,1
16755,1
18220,0
14801,1
14413,1
13143,1
12510,1
14017,1
15199,0
15625,0
11419,0
19734,0
17243,1
19004,1
11659,1
14715,1
11549,0
16636,0
19681,0
15224,0
12702,0
11608,0
19467,1
11135,0
19682,1
11597,0
12487,0
13016,0
14802,1
16602,1
12414,0
14210,1
17619,1
14994,0
15539,0
19771,0
11910,1
16379,1
18388,0
19926,1
18270,1
16560,0
18406,1
18011,1
14337,0
18151,0
15805,1
14580,0
11330,1
11239,0
17442,0
13316,1
15584,1
17796,1
14505,0
12665,1
14167,0
13742,0
14346,1
15122,0
14539,0
18678,1
19308,0
14548,1
12031,1
14478,0
16519,1
18328,0
14602,1
15147,0
19437,0
11386,1
12132,0
13274,1
16096,1
11800,0
13897,1
18745,1
16972,0
12551,1
13195,1
15697,0
18960,1
15588,0
14251,1
11342,0
15270,0
15955,0
18549,0
17834,0
18932,1
12368,1
11366,1
17669,1
12322,1
15662,0
11520,1
15610,1
11245,0
18408,1
12593,0
19033,1
18272,1
16264,0
17161,0
11235,1
11742,0
11914,0
13208,0
15512,0
17751,0
17922,0
16508,0
14864,0
16500,0
17642,1
12437,1
14611,0
19997,1
11950,0
15728,1
18593,0
17086,0
19598,0
15439,1
17510,0
16155,0
16916,0
14634,0
16092,1
18234,1
16376,0
13557,0
13525,1
15791,1
15965,0
14864,0
19923,0
14862,0
15606,1
18719,0
12345,0
16313,1
19414,1
11337,1
16536,0
14334,0
12116,0
11808,0
11947,1
11303,1
14251,0
16714,0
11382,0
19945,1
17109,0
18069,0
15890,1
17425,1
19848,0
12196,1
15712,0
15283,1
17706,1
14966,0
17598,1
17003,1
15360,0
18311,1
14068,1
19704,1
17936,1
18383,1
16713,0
15642,1
12876,0
11542,1
17736,1
16346,1
17360,0
12267,0
19928,0
13477,1
18906,0
16848,0
13457,1
16377,1
16465,0
14858,1
11989,0
11496,1
19772,1
14319,1
19760,1
19187,0
18935,1
19283,0
13205,1
19966,1
16916,1
14873,0
12719,0
17784,1
19716,0
18793,0
16821,1
19085,1
13555,1
18518,0
13487,1
14764,1
12695,0
14576,1
11893,1
12974,1
12047,1
12190,1
19651,0
17429,0
18234,1
18151,1
13444,0
16730,0
19062,1
12096,1
17105,1
16655,1
15577,1
12198,0
15029,0
12842,1
14422,0
13716,1
18826,1
13654,0
19100,0
12726,1
16109,0
17731,1
15551,0
19046,0
14936,1
12559,1
18299,0
14990,1
19739,1
18085,0
14243,1
17912,1
11835,1
12268,1
13662,0
16279,1
17828,0
16163,1
12747,1
18663,0
16354,1
15214,0
19531,0
13538,0
19686,1
18601,1
12608,1
15326,0
13717,0
17243,0
16235,1
17981,0
14132,0
19151,1
19163,0
11453,0
15737,1
12773,1
16907,0
12797,0
14091,1
18064,0
15636,0
11265,0
13039,0
14981,1
13165,0
16909,1
15581,1
14321,0
18982,0
13526,1
15721,1
12161,1
15329,1
19080,0
19596,0
11274,0
11793,1
15486,1
13482,0
17938,1
11702,1
15056,0
16279,0
19315,0
16519,0
19379,0
15743,1
17967,0
14185,1
16832,0
16648,1
11804,0
15414,1
13158,0
14256,1
16461,0
11531,1
19143,0
13996,1
11440,0
13154,1
19099,0
17939,1
15338,0
15432,0
18317,0
15795,0
11434,0
13144,0
15757,0
12474,0
17112,1
18219,0
11971,1
18950,0
13844,1
16840,0
14384,1
15405,1
11005,1
13629,1
14395,0
11892,0
12343,1
16684,1
16516,1
12720,0
18599,0
16250,0
14715,1
15486,0
14047,1
17523,0
18545,0
11540,0
13814,0
12394,0
17367,1
12240,0
14159,1
19206,0
11979,1
11668,0
16629,1
15089,0
17174,0
12424,1
14128,0
15083,0
14547,0
17929,0
19166,0
14131,0
11211,1
15276,0
14310,1
18487,0
19343,0
14144,1
14541,1
13587,0
17024,1
17121,1
13502,1
16362,0
19286,1
18063,0
14099,1
15295,0
18163,1
18029,1
19366,0
16685,1
16078,1
14655,0
19986,1
11982,1
14952,0
13998,1
18233,0
16233,1
17740,1
17032,0
18901,0
16502,0
14781,1
12033,1
14305,1
18728,1
16976,1
15446,0
17253,1
12990,0
19838,0
11530,0
14881,1
14500,1
19036,1
12901,0
14076,1
13509,1
19097,1
18551,1
11997,1
18325,0
18392,0
13207,1
11375,1
11805,1
17592,0
15492,0
11456,1
18187,0
15499,1
15204,0
16705,1
13508,0
18089,1
12007,1
17518,0
16896,0
13692,0
11757,0
17426,1
18270,1
12547,1
19601,1
17753,1
13194,0
18816,1
11378,1
18799,1
11501,1
19657,0
14355,0
14271,1
12731,0
12134,0
17615,0
16353,1
16431,0
14839,1
19497,1
15449,1
17081,0
13966,1
19558,1
16119,0
18756,0
11987,1
17648,1
17534,0
16321,0
16567,1
13893,0
12600,1
17024,1
13305,0
19219,1
17681,0
13186,0
12361,0
14432,0
13522,1
14074,0
18325,0
11071,1
17835,0
19487,0
17892,0
18930,0
16841,1
19866,1
12556,0
18128,1
19329,0
19321,1
13761,0
11022,0
11955,0
14450,0
19884,0
17250,1
15927,1
11307,1
13844,0
11874,0
11061,1
17038,1
12265,1
15225,0
18067,1
14986,1
14615,0
16847,1
11212,1
16784,1
17587,1
14523,0
11717,1
13086,1
13816,0
18931,1
13194,0
11878,0
13564,1
16668,0
19657,1
17241,1
15766,1
17963,1
14053,0
17852,1
15740,1
14366,1
19973,1
19796,1
12796,1
17109,1
12616,1
19585,1
18018,0
13652,0
14487,0
11163,1
18421,0
14654,0
11173,0
17938,1
18234,1
17672,0
16577,1
16310,0
15082,0
15040,1
15573,1
14853,1
13819,0
18613,1
16527,1
14034,1
18244,0
13352,0
18423,0
14256,0
15562,1
12816,1
15285,1
13819,0
15716,0
17715,1
16615,0
19834,1
16872,1
15139,1
19640,0
17223,0
19980,1
17868,0
12751,1
12786,0
19422,1
11992,1
12492,1
18923,1
18262,0
16787,1
11817,0
17363,0
19125,0
16105,0
17254,0
13825,1
15096,1
16311,0
19270,1
18874,1
15155,0
14903,1
15433,1
16552,1
15689,0
19094,0
17111,1
11468,0
13242,1
12254,0
14980,1
15601,1
19912,1
16957,1
12456,0
18146,0
17400,0
17423,1
18466,0
14323,0
17908,1
16128,1
18991,0
11796,1
16881,1
18400,0
11876,1
12729,0
15791,1
11546,1
15366,1
18235,0
15028,0
13065,0
18816,0
12193,0
17069,1
15235,1
11656,1
13280,0
12523,0
14119,1
14027,1
13820,0
19392,1
12865,0
14057,0
13291,1
17262,1
14728,1
16923,0
19014,0
17874,1
12057,0
19688,1
17688,0
16489,1
13166,1
15164,0
15690,1
18133,0
17935,0
19135,1
18336,0
15964,1
16444,1
19350,1
18323,0
17080,0
17346,0
13458,0
13924,1
16520,1
16958,0
17826,0
18855,1
18171,1
16534,0
14272,0
18341,1
14632,1
19435,1
13514,1
12914,1
14456,0
12005,1
19626,1
14939,1
17722,1
19758,1
12899,0
12212,1
17502,1
13788,0
19680,0
11758,0
15264,1
13222,0
19153,1
12892,0
11774,0
16486,1
16359,0
18301,1
19271,0
14593,0
18537,0
11962,0
15314,1
11812,1
16350,0
13519,1
16165,1
15345,1
14991,1
18337,0
15461,1
17290,1
12341,0
16728,0
11327,0
17864,1
16947,1
19907,1
14307,1
19347,1
14188,1
16711,1
18486,1
14569,0
19304,0
16689,1
13311,1
15381,1
11013,1
16978,0
11560,0
11693,0
16926,1
12905,0
15812,0
12784,1
11285,0
14897,0
18036,0
19345,1
17694,1
17216,1
17100,1
14215,1
19483,0
12725,0
19967,0
19964,0
11250,0
19810,1
16377,0
17221,1
11912,1
17023,1
15493,0
18777,0
18013,0
11804,0
17208,0
17121,1
11642,1
14287,1
16753,0
19740,0
12409,1
13009,0
17978,0
13009,0
14553,0
14395,0
11526,0
12423,0
19696,0
15593,1
17043,1
15049,1
15578,1
18925,0
13078,1
18730,0
15998,1
12725,1
17657,0
17423,0
11598,1
18207,0
14024,1
11613,0
12287,1
13045,1
15854,0
19711,1
17135,0
15406,1
18140,0
14693,0
11278,1
14455,0
19200,0
15551,0
11661,0
11596,0
18389,0
11228,1
14646,1
17417,1
12997,0
13581,1
12170,1
11593,0
11592,0
14252,0
11465,1
16182,0
18874,0
16240,1
16154,1
18895,1
11087,0
16449,0
18871,1
18238,1
18371,0
18592,0
13194,1
13621,1
11845,0
19742,1
18567,1
13297,0
12302,0
13429,1
17139,0
12376,1
16533,0
16385,0
11857,1
14846,0
13478,0
15618,1
12282,1
13224,0
15075,0
13090,0
15798,0
15781,1
12996,0
11590,1
15608,0
17219,1
18130,0
13333,0
11331,0
17234,1
19527,0
12869,1
16151,1
13232,1
15430,0
14745,1
18395,1
11265,1
15596,0
15112,0
13857,0
14592,1
13515,1
16651,0
16287,1
15179,0
17276,0
14698,1
12277,0
15116,0
18506,0
15635,0
18824,1
14842,0
12853,0
15011,0
16936,1
15342,1
14368,1
12438,1
12650,0
14368,1
12154,1
15088,1
12769,1
12077,0
19067,1
16499,1
12121,1
13741,0
12592,1
16600,1
11991,0
15462,1
13965,1
11377,1
14975,0
16264,0
13950,1
14469,1
14716,1
14057,1
16903,1
15199,0
18694,0
12507,0
18906,1
13303,1
14343,0
19827,1
13432,0
14994,0
14509,0
15430,0
11267,1
14653,0
16068,1
12814,1
12392,0
16865,1
13647,0
12566,1
19384,1
16743,1
16507,1
19149,1
16211,0
13077,0
11684,0
17691,1
16969,0
12941,0
13918,0
11098,0
13924,1
11786,1
17557,1
12658,1
18080,1
16224,1
15608,0
16732,1
12154,1
17006,0
18277,1
16029,1
18355,0
11489,1
18602,1
18658,0
14604,1
19720,1
15006,0
17815,1
12466,1
19046,0
11912,0
14664,1
19661,0
12651,0
12665,0
13099,1
14121,0
13781,0
14270,1
13582,0
12885,1
13771,1
13968,1
17056,0
16382,1
14947,1
18110,0
16333,0
15071,0
18802,0
13903,1
15925,0
19636,0
18514,0
14402,0
15257,0
16724,0
18933,0
12012,0
18292,0
19582,0
15302,1
13114,1
13387,1
16063,0
19599,0
17096,1
11219,1
14305,0
13153,0
18771,0
12931,1
15506,1
15109,1
18354,1
15758,0
15648,1
18232,1
11210,0
19344,0
18479,1
18615,0
13209,1
16479,1
18851,1
14878,1
16367,1
13054,1
19997,1
17296,1
15048,0
11171,1
18184,1
19488,0
12068,0
15420,0
13767,1
15410,1
11004,1
14447,0
18899,1
16140,1
17174,0
18258,0
18220,1
12178,1
16780,0
11928,0
12371,0
13362,1
18924,1
12338,1
15632,1
12659,1
19535,0
19098,1
19200,0
11869,0
14481,0
18074,1
14864,1
13290,1
15745,0
19883,1
15494,1
16206,0
19097,1
12619,1
17144,0
18558,1
17682,1
11314,1
18420,1
17005,0
13982,0
13130,0
11056,0
16742,1
17376,0
15745,0
11013,1
18556,0
18407,1
16581,0
12562,0
13209,1
17393,0
15234,0
13028,1
11150,1
17304,0
19641,1
14631,0
14036,0
11785,0
14449,1
13627,0
14624,1
13098,0
19896,1
19791,1
17981,1
12983,0
18863,0
17940,0
16296,0
15060,1
16703,1
11090,1
18558,1
11652,0
11630,1
18175,1
16143,0
13402,0
19992,0
11481,1
11056,1
11673,0
15917,1
18184,0
17549,0
11011,1
18131,1
14842,1
17924,0
11506,1
18516,1
13306,1
13977,1
19138,1
19420,1
12745,0
11664,1
11827,1
19819,1
18513,0
11031,1
19084,0
11146,0
14251,0
19253,0
18482,1
18518,1
17447,0
15384,1
13765,0
16681,0
12700,0
14330,1
15738,0
11028,0
15538,1
12393,0
13046,0
14839,0
11490,1
14726,0
13181,1
16334,0
18561,1
15059,1
18945,0
16549,1
19895,0
19201,1
12624,1
13117,1
15090,0
12268,0
19603,1
15806,0
18671,1
13981,0
16056,1
19593,1
12471,1
13856,0
13820,1
11446,1
14085,0
15595,0
13656,1
17843,0
16656,0
17498,1
18268,0
19221,0
19388,0
18086,0
16669,1
13468,1
17379,0
14280,1
14166,0
19004,1
11137,1
14979,1
18995,1
13737,0
19826,1
17606,0
11111,0
18620,1
17003,1
16710,1
14012,1
16977,0
11679,1
15069,1
18226,1
17407,0
14187,0
15670,1
15861,0
18603,1
11584,0
12195,0
13483,0
17544,0
15495,1
13030,0
13554,0
14341,0
14259,1
13833,1
15758,1
11570,0
19295,1
19395,1
15532,1
17084,1
17702,1
12369,0
15197,1
14637,1
14155,1
11885,0
14926,0
20000,0
18821,1
16486,0
18379,1
14821,0
15774,1
19156,1
13830,1
18565,1
14216,1
18944,0
14332,0
13132,0
12283,0
15456,0
17022,1
15941,0
11367,0
19767,1
17720,0
19184,1
12535,1
16746,0
16023,0
13270,1
19758,0
16889,1
15005,0
13249,1
17780,0
11373,0
16831,1
12481,1
13281,0
12330,0
17309,1
15659,0
17705,1
17673,1
19132,1
17451,1
13372,0
17266,1
12233,1
18060,1
15844,0
18096,1
16450,0
14051,1
17747,1
18993,1
16385,0
17728,0
13127,1
17591,0
17695,0
13994,0
12778,0
13097,1
19566,1
19153,1
15110,1
19983,1
13745,0
17719,0
15265,1
19056,1
15751,1
12080,1
17097,0
14466,1
18317,1
16364,1
19390,1
15190,0
11725,1
16751,0
13754,1
11016,1
14144,0
12205,0
14535,1
12296,1
19101,0
13291,1
16925,0
13411,0
11223,1
11104,1
13322,0
17710,0
11153,1
16847,1
16829,1
19227,1
12872,0
12196,0
15967,1
19382,1
12187,0
15315,1
17633,1
12759,0
15472,0
14811,1
11376,1
15240,0
17960,1
13460,0
16103,1
18784,1
13206,0
15231,0
11033,0
17177,0
16976,0
17482,0
19909,1
15320,1
15891,1
13949,0
19388,0
17667,0
15752,0
15813,1
17264,1
19890,0
12253,0
13224,0
19467,0
13803,0
11331,0
11184,0
16377,1
16987,0
11205,0
13866,0
12431,1
11461,1
16831,1
17929,1
19003,0
12012,1
11054,1
13231,0
16060,0
14220,1
17190,0
13016,0
13317,1
14878,1
19191,1
15259,1
17380,1
16469,1
16900,1
11570,1
11553,0
11900,0
19760,0
14370,1
14245,0
18896,1
13581,0
16651,1
12031,0
16017,1
13850,1
16589,0
18053,0
17380,1
16313,0
15557,0
12262,0
17719,0
11384,1
14608,0
12197,1
18022,0
18210,0
12335,1
19238,0
14557,0
18768,0
15794,1
17018,0
17743,0
16113,0
16635,0
16011,1
19563,0
15663,1
13131,0
17050,0
16874,0
15385,1
18596,1
17304,0
19998,0
13771,0
17400,0
17500,0
14305,1
13986,0
18023,0
13552,1
13597,0
17981,0
18173,1
12412,0
14659,0
17985,1
15574,0
16876,1
19299,0
12860,1
19017,1
19196,0
15969,0
12924,1
18634,0
14613,1
17197,1
16453,1
16590,1
18273,1
19512,1
12572,1
18222,1
11519,0
19219,0
16680,0
16661,0
14468,1
16127,0
15893,0
11394,1
17714,0
18664,1
17897,1
12174,0
13832,0
17441,1
13300,1
13218,1
13655,0
13550,1
17190,1
15196,1
14406,1
14244,1
18420,0
19798,0
13992,1
14949,1
13162,1
14652,1
16732,1
12674,0
17073,1
19349,1
15577,0
14253,0
16480,0
16516,0
15931,1
11444,0
12661,1
19392,1
13790,1
16205,0
16377,0
19159,1
15251,0
18086,0
16287,0
14041,0
17037,0
19556,1
11291,0
17643,0
13540,1
13269,0
14479,1
19683,0
14053,0
14160,0
12835,0
18154,0
11403,1
14537,1
16313,1
14680,1
12736,1
17881,1
15926,1
14495,0
16461,1
18355,0
19149,1
16760,0
13177,0
16826,1
15144,0
17499,0
14128,1
18907,0
18301,1
16550,0
14172,0
16605,1
19472,1
16286,0
17617,1
14885,0
11063,0
15407,0
14230,0
17143,1
14099,1
17674,0
15867,1
14989,1
15147,0
17108,1
13728,1
17573,0
12662,1
19293,1
17676,0
16651,0
16920,1
16467,0
16867,1
15988,1
19636,0
19640,1
16953,0
13469,0
13724,1
17119,1
12966,1
12805,0
17871,1
16452,1
16847,0
19032,0
12251,1
13089,1
12651,1
18133,1
15652,0
15768,1
16021,1
13859,1
17940,1
11794,1
19104,1
13397,0
11428,1
17223,0
19289,1
18246,0
19575,1
16628,1
19479,0
16972,1
16634,0
15451,1
16597,0
19431,0
13960,0
19026,1
17768,0
18700,0
14532,1
11878,0
11954,1
13241,0
16695,0
17316,1
16955,0
18092,0
12310,1
12843,0
12403,0
18951,1
18852,0
12292,1
17115,0
16852,1
14230,0
19862,1
19025,0
18870,1
17195,1
16323,1
19022,0
15247,0
11271,0
19589,0
16837,1
13236,1
15620,1
13118,0
12111,0
18635,1
14770,0
13088,0
19231,0
11211,0
19206,1
11841,0
17726,1
15268,0
17936,0
15934,0
15417,1
18736,0
19512,0
11622,0
17284,1
14606,0
19035,1
12468,1
16812,1
15350,0
14642,1
13264,0
11073,1
13621,0
18005,0
19057,1
12036,0
11214,0
15457,0
19106,0
19837,0
13360,1
15376,1
11460,1
14530,1
11268,0
11266,0
15564,0
15031,1
18206,1
17025,0
12868,1
12509,0
19039,1
14927,0
14157,1
11241,0
15593,0
14857,1
12368,0
18605,1
14333,0
14079,0
16172,1
16026,0
17557,1
18242,0
16397,1
16467,1
17187,1
13689,0
16099,1
16612,0
17421,0
12486,1
17572,1
14647,1
14852,0
19717,1
11482,1
17756,0
11793,0
17595,0
15333,0
18821,0
13237,0
16988,1
15493,0
17872,1
18321,1
18086,0
14966,1
17452,1
19272,0
17975,1
11930,1
14696,1
18559,1
16418,1
12287,1
16075,0
17969,1
19563,0
15051,1
15360,0
17152,0
14450,1
14113,1
19978,0
11828,0
12410,0
18824,0
15813,1
12558,0
19292,1
14380,1
11812,0
16113,1
11347,1
19246,0
15571,1
17374,1
11532,1
14201,0
13410,1
15399,0
17766,0
12306,0
19539,1
11605,0
19318,1
16529,0
14073,1
11230,0
15859,0
18008,0
11412,1
14927,1
16562,0
18894,0
14622,0
13653,0
19447,0
13663,1
18259,0
16381,0
19646,0
14527,1
11476,1
15168,1
18744,1
18102,0
12316,0
14614,1
15867,1
12410,1
19332,0
11547,0
16330,1
12799,0
18239,0
11803,1
15671,1
12909,1
17675,1
18555,1
17498,1
19412,1
12843,0
11592,0
13032,0
18059,0
12130,1
19967,0
13846,0
17675,0
12385,1
19426,1
18589,0
16543,0
13146,0
15369,1
16042,1
14260,0
17308,0
13439,1
18073,0
17548,0
11995,1
12204,0
16735,0
17586,0
19095,0
16927,1
13947,1
13424,0
14787,1
16966,0
14487,0
16847,0
17388,1
11305,0
16858,0
17497,0
16047,0
19897,0
14824,1
12590,1
17628,1
15487,0
17537,1
18901,0
14659,0
16182,1
15583,1
14465,1
17224,1
12984,1
16575,0
12922,1
19741,0
11425,0
16444,1
14513,1
17422,0
19999,0
19793,1
16840,0
13683,0
12448,1
13462,0
16461,0
13598,0
18747,1
17619,1
18424,1
17112,0
16006,1
12139,1
19712,1
18444,0
18594,1
14610,0
13063,0
18155,0
15698,0
11622,1
17147,1
13580,1
19933,0
13298,0
15154,1
15584,1
13590,0
12195,1
17274,0
13205,0
17745,1
14414,0
16678,1
18712,0
19940,1
15006,1
15137,0
18659,1
18498,0
16045,0
18048,0
17128,0
19532,0
13182,0
14402,0
15012,0
13159,0
19608,0
19577,0
13917,0
17987,0
17829,1
15777,0
15766,0
14668,1
14223,1
17333,1
12969,1
19143,1
16845,0
14833,0
16963,0
18347,1
15235,1
18801,1
15691,0
13349,0
12547,0
15637,1
19683,1
15876,0
14943,1
16409,0
13128,0
12233,0
15382,0
18653,1
11932,1
17002,1
15068,1
19902,1
14814,0
18740,0
14106,1
17279,1
18410,1
18830,1
15084,1
12554,1
17228,1
14471,0
11463,0
17096,1
15519,1
16907,0
13368,1
12240,0
19797,1
13018,1
18415,0
14528,1
18498,1
18977,1
15518,1
18428,0
18360,1
18037,0
14747,1
19133,0
17143,0
16226,0
15311,1
13874,0
18763,1
16727,1
16400,1
14571,1
15252,0
17223,1
14755,0
15733,1
15225,1
17348,1
14027,0
15840,1
18486,0
12713,1
11542,1
17229,1
17070,1
11883,0
15503,1
17236,0
18289,1
16183,0
15096,0
17631,0
19296,0
14791,1
11808,1
16326,0
13557,0
15152,0
15765,0
19432,1
13182,0
12957,1
11143,0
18513,1
12234,1
19377,0
19688,1
12868,1
15343,1
15152,0
17756,1
11260,0
16851,0
14630,0
19429,0
14185,1
15036,0
15495,0
13898,0
17022,0
18955,0
12567,0
15120,1
13708,1
11470,1
18853,1
13985,0
12047,0
17785,1
18079,1
12262,0
11757,0
14238,0
11293,0
19658,0
14538,0
17097,1
17031,1
11932,1
17004,0
13786,1
14152,1
11400,1
18811,0
14037,1
13274,1
18163,0
16056,0
11970,1
19801,1
19019,0
16990,1
14814,1
14064,0
12874,0
12362,1
16641,0
19782,0
17616,1
15758,0
